quadkey,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,devices,geometry,index_right,id,fid
1322320220310032,97218,63346,5,37,11,"POLYGON ((101.524658203125 3.3215022897186, 101.530151367188 3.3215022897186, 101.530151367188 3.31601833816152, 101.524658203125 3.31601833816152, 101.524658203125 3.3215022897186))",0,br730dc4071.1,0
1322320220310033,149696,72321,6,65,19,"POLYGON ((101.530151367188 3.3215022897186, 101.53564453125 3.3215022897186, 101.53564453125 3.31601833816152, 101.530151367188 3.31601833816152, 101.530151367188 3.3215022897186))",0,br730dc4071.1,0
1322320220310100,193703,54274,6,167,52,"POLYGON ((101.53564453125 3.33795396141648, 101.541137695312 3.33795396141648, 101.541137695312 3.33247010139614, 101.53564453125 3.33247010139614, 101.53564453125 3.33795396141648))",0,br730dc4071.1,0
1322320220310102,185114,62279,7,377,73,"POLYGON ((101.53564453125 3.33247010139614, 101.541137695312 3.33247010139614, 101.541137695312 3.32698621081349, 101.53564453125 3.32698621081349, 101.53564453125 3.33247010139614))",0,br730dc4071.1,0
1322320220310103,135194,51066,6,137,38,"POLYGON ((101.541137695312 3.33247010139614, 101.546630859375 3.33247010139614, 101.546630859375 3.32698621081349, 101.541137695312 3.32698621081349, 101.541137695312 3.33247010139614))",0,br730dc4071.1,0
1322320220310112,211518,58411,5,3,2,"POLYGON ((101.546630859375 3.33247010139614, 101.552124023438 3.33247010139614, 101.552124023438 3.32698621081349, 101.546630859375 3.32698621081349, 101.546630859375 3.33247010139614))",0,br730dc4071.1,0
1322320220310113,136920,44551,5,117,25,"POLYGON ((101.552124023438 3.33247010139614, 101.5576171875 3.33247010139614, 101.5576171875 3.32698621081349, 101.552124023438 3.32698621081349, 101.552124023438 3.33247010139614))",0,br730dc4071.1,0
1322320220310120,127441,54286,6,62,26,"POLYGON ((101.53564453125 3.32698621081349, 101.541137695312 3.32698621081349, 101.541137695312 3.3215022897186, 101.53564453125 3.3215022897186, 101.53564453125 3.32698621081349))",0,br730dc4071.1,0
1322320220310121,129285,62187,8,57,21,"POLYGON ((101.541137695312 3.32698621081349, 101.546630859375 3.32698621081349, 101.546630859375 3.3215022897186, 101.541137695312 3.3215022897186, 101.541137695312 3.32698621081349))",0,br730dc4071.1,0
1322320220310122,36740,19494,22,50,34,"POLYGON ((101.53564453125 3.3215022897186, 101.541137695312 3.3215022897186, 101.541137695312 3.31601833816152, 101.53564453125 3.31601833816152, 101.53564453125 3.3215022897186))",0,br730dc4071.1,0
1322320220310123,200980,77322,6,23,11,"POLYGON ((101.541137695312 3.3215022897186, 101.546630859375 3.3215022897186, 101.546630859375 3.31601833816152, 101.541137695312 3.31601833816152, 101.541137695312 3.3215022897186))",0,br730dc4071.1,0
1322320220310130,158655,57167,7,69,30,"POLYGON ((101.546630859375 3.32698621081349, 101.552124023438 3.32698621081349, 101.552124023438 3.3215022897186, 101.546630859375 3.3215022897186, 101.546630859375 3.32698621081349))",0,br730dc4071.1,0
1322320220310131,193267,59329,7,42,22,"POLYGON ((101.552124023438 3.32698621081349, 101.5576171875 3.32698621081349, 101.5576171875 3.3215022897186, 101.552124023438 3.3215022897186, 101.552124023438 3.32698621081349))",0,br730dc4071.1,0
1322320220310132,155128,47639,6,2,2,"POLYGON ((101.546630859375 3.3215022897186, 101.552124023438 3.3215022897186, 101.552124023438 3.31601833816152, 101.546630859375 3.31601833816152, 101.546630859375 3.3215022897186))",0,br730dc4071.1,0
1322320220310133,191073,65018,6,55,28,"POLYGON ((101.552124023438 3.3215022897186, 101.5576171875 3.3215022897186, 101.5576171875 3.31601833816152, 101.552124023438 3.31601833816152, 101.552124023438 3.3215022897186))",0,br730dc4071.1,0
1322320220310201,174610,52906,6,11,4,"POLYGON ((101.519165039062 3.31601833816152, 101.524658203125 3.31601833816152, 101.524658203125 3.31053435619233, 101.519165039062 3.31053435619233, 101.519165039062 3.31601833816152))",0,br730dc4071.1,0
1322320220310211,87247,38939,6,97,16,"POLYGON ((101.530151367188 3.31601833816152, 101.53564453125 3.31601833816152, 101.53564453125 3.31053435619233, 101.530151367188 3.31053435619233, 101.530151367188 3.31601833816152))",0,br730dc4071.1,0
1322320220310213,144037,51925,5,44,19,"POLYGON ((101.530151367188 3.31053435619233, 101.53564453125 3.31053435619233, 101.53564453125 3.3050503438611, 101.530151367188 3.3050503438611, 101.530151367188 3.31053435619233))",0,br730dc4071.1,0
1322320220310221,116490,41807,10,195,15,"POLYGON ((101.519165039062 3.3050503438611, 101.524658203125 3.3050503438611, 101.524658203125 3.2995663012179, 101.519165039062 3.2995663012179, 101.519165039062 3.3050503438611))",0,br730dc4071.1,0
1322320220310223,116160,56578,4,1,1,"POLYGON ((101.519165039062 3.2995663012179, 101.524658203125 3.2995663012179, 101.524658203125 3.29408222831281, 101.519165039062 3.29408222831281, 101.519165039062 3.2995663012179))",0,br730dc4071.1,0
1322320220310300,133362,51294,7,88,31,"POLYGON ((101.53564453125 3.31601833816152, 101.541137695312 3.31601833816152, 101.541137695312 3.31053435619233, 101.53564453125 3.31053435619233, 101.53564453125 3.31601833816152))",0,br730dc4071.1,0
1322320220310301,180729,60510,11,119,20,"POLYGON ((101.541137695312 3.31601833816152, 101.546630859375 3.31601833816152, 101.546630859375 3.31053435619233, 101.541137695312 3.31053435619233, 101.541137695312 3.31601833816152))",0,br730dc4071.1,0
1322320220310302,213257,56188,4,2,2,"POLYGON ((101.53564453125 3.31053435619233, 101.541137695312 3.31053435619233, 101.541137695312 3.3050503438611, 101.53564453125 3.3050503438611, 101.53564453125 3.31053435619233))",0,br730dc4071.1,0
1322320220310310,71867,37997,8,4,2,"POLYGON ((101.546630859375 3.31601833816152, 101.552124023438 3.31601833816152, 101.552124023438 3.31053435619233, 101.546630859375 3.31053435619233, 101.546630859375 3.31601833816152))",0,br730dc4071.1,0
1322320220310311,149119,50287,7,54,9,"POLYGON ((101.552124023438 3.31601833816152, 101.5576171875 3.31601833816152, 101.5576171875 3.31053435619233, 101.552124023438 3.31053435619233, 101.552124023438 3.31601833816152))",0,br730dc4071.1,0
1322320220310312,44961,37970,16,3,2,"POLYGON ((101.546630859375 3.31053435619233, 101.552124023438 3.31053435619233, 101.552124023438 3.3050503438611, 101.546630859375 3.3050503438611, 101.546630859375 3.31053435619233))",0,br730dc4071.1,0
1322320220310313,403052,142463,5,14,6,"POLYGON ((101.552124023438 3.31053435619233, 101.5576171875 3.31053435619233, 101.5576171875 3.3050503438611, 101.552124023438 3.3050503438611, 101.552124023438 3.31053435619233))",0,br730dc4071.1,0
1322320220310320,305003,147068,6,2,2,"POLYGON ((101.53564453125 3.3050503438611, 101.541137695312 3.3050503438611, 101.541137695312 3.2995663012179, 101.53564453125 3.2995663012179, 101.53564453125 3.3050503438611))",0,br730dc4071.1,0
1322320220310321,61488,56552,6,5,5,"POLYGON ((101.541137695312 3.3050503438611, 101.546630859375 3.3050503438611, 101.546630859375 3.2995663012179, 101.541137695312 3.2995663012179, 101.541137695312 3.3050503438611))",0,br730dc4071.1,0
1322320220310330,271134,55280,5,2,2,"POLYGON ((101.546630859375 3.3050503438611, 101.552124023438 3.3050503438611, 101.552124023438 3.2995663012179, 101.546630859375 3.2995663012179, 101.546630859375 3.3050503438611))",0,br730dc4071.1,0
1322320220310331,127951,95243,4,19,8,"POLYGON ((101.552124023438 3.3050503438611, 101.5576171875 3.3050503438611, 101.5576171875 3.2995663012179, 101.552124023438 3.2995663012179, 101.552124023438 3.3050503438611))",0,br730dc4071.1,0
1322320220310332,94099,56778,4,25,14,"POLYGON ((101.546630859375 3.2995663012179, 101.552124023438 3.2995663012179, 101.552124023438 3.29408222831281, 101.546630859375 3.29408222831281, 101.546630859375 3.2995663012179))",0,br730dc4071.1,0
1322320220310333,195320,80143,7,170,34,"POLYGON ((101.552124023438 3.2995663012179, 101.5576171875 3.2995663012179, 101.5576171875 3.29408222831281, 101.552124023438 3.29408222831281, 101.552124023438 3.2995663012179))",0,br730dc4071.1,0
1322320220311002,94357,42840,6,31,14,"POLYGON ((101.5576171875 3.33247010139614, 101.563110351562 3.33247010139614, 101.563110351562 3.32698621081349, 101.5576171875 3.32698621081349, 101.5576171875 3.33247010139614))",0,br730dc4071.1,0
1322320220311010,50278,44402,5,5,4,"POLYGON ((101.568603515625 3.33795396141648, 101.574096679688 3.33795396141648, 101.574096679688 3.33247010139614, 101.568603515625 3.33247010139614, 101.568603515625 3.33795396141648))",0,br730dc4071.1,0
1322320220311011,79073,71308,6,22,5,"POLYGON ((101.574096679688 3.33795396141648, 101.57958984375 3.33795396141648, 101.57958984375 3.33247010139614, 101.574096679688 3.33247010139614, 101.574096679688 3.33795396141648))",0,br730dc4071.1,0
1322320220311012,198517,59060,5,122,23,"POLYGON ((101.568603515625 3.33247010139614, 101.574096679688 3.33247010139614, 101.574096679688 3.32698621081349, 101.568603515625 3.32698621081349, 101.568603515625 3.33247010139614))",0,br730dc4071.1,0
1322320220311013,161020,44905,7,147,45,"POLYGON ((101.574096679688 3.33247010139614, 101.57958984375 3.33247010139614, 101.57958984375 3.32698621081349, 101.574096679688 3.32698621081349, 101.574096679688 3.33247010139614))",0,br730dc4071.1,0
1322320220311020,108659,39282,5,19,9,"POLYGON ((101.5576171875 3.32698621081349, 101.563110351562 3.32698621081349, 101.563110351562 3.3215022897186, 101.5576171875 3.3215022897186, 101.5576171875 3.32698621081349))",0,br730dc4071.1,0
1322320220311021,29895,41245,4,3,2,"POLYGON ((101.563110351562 3.32698621081349, 101.568603515625 3.32698621081349, 101.568603515625 3.3215022897186, 101.563110351562 3.3215022897186, 101.563110351562 3.32698621081349))",0,br730dc4071.1,0
1322320220311022,127247,63356,9,68,33,"POLYGON ((101.5576171875 3.3215022897186, 101.563110351562 3.3215022897186, 101.563110351562 3.31601833816152, 101.5576171875 3.31601833816152, 101.5576171875 3.3215022897186))",0,br730dc4071.1,0
1322320220311023,70551,43747,5,64,17,"POLYGON ((101.563110351562 3.3215022897186, 101.568603515625 3.3215022897186, 101.568603515625 3.31601833816152, 101.563110351562 3.31601833816152, 101.563110351562 3.3215022897186))",0,br730dc4071.1,0
1322320220311030,78664,42587,5,10,5,"POLYGON ((101.568603515625 3.32698621081349, 101.574096679688 3.32698621081349, 101.574096679688 3.3215022897186, 101.568603515625 3.3215022897186, 101.568603515625 3.32698621081349))",0,br730dc4071.1,0
1322320220311031,133042,80917,5,67,41,"POLYGON ((101.574096679688 3.32698621081349, 101.57958984375 3.32698621081349, 101.57958984375 3.3215022897186, 101.574096679688 3.3215022897186, 101.574096679688 3.32698621081349))",0,br730dc4071.1,0
1322320220311032,112286,32389,4,11,8,"POLYGON ((101.568603515625 3.3215022897186, 101.574096679688 3.3215022897186, 101.574096679688 3.31601833816152, 101.568603515625 3.31601833816152, 101.568603515625 3.3215022897186))",0,br730dc4071.1,0
1322320220311033,100232,66321,6,81,39,"POLYGON ((101.574096679688 3.3215022897186, 101.57958984375 3.3215022897186, 101.57958984375 3.31601833816152, 101.574096679688 3.31601833816152, 101.574096679688 3.3215022897186))",0,br730dc4071.1,0
1322320220311100,196880,72870,4,43,16,"POLYGON ((101.57958984375 3.33795396141648, 101.585083007812 3.33795396141648, 101.585083007812 3.33247010139614, 101.57958984375 3.33247010139614, 101.57958984375 3.33795396141648))",0,br730dc4071.1,0
1322320220311101,174485,70736,5,117,16,"POLYGON ((101.585083007812 3.33795396141648, 101.590576171875 3.33795396141648, 101.590576171875 3.33247010139614, 101.585083007812 3.33247010139614, 101.585083007812 3.33795396141648))",0,br730dc4071.1,0
1322320220311102,116991,47491,5,92,22,"POLYGON ((101.57958984375 3.33247010139614, 101.585083007812 3.33247010139614, 101.585083007812 3.32698621081349, 101.57958984375 3.32698621081349, 101.57958984375 3.33247010139614))",0,br730dc4071.1,0
1322320220311103,85852,40179,5,129,32,"POLYGON ((101.585083007812 3.33247010139614, 101.590576171875 3.33247010139614, 101.590576171875 3.32698621081349, 101.585083007812 3.32698621081349, 101.585083007812 3.33247010139614))",0,br730dc4071.1,0
1322320220311120,120038,52088,8,73,40,"POLYGON ((101.57958984375 3.32698621081349, 101.585083007812 3.32698621081349, 101.585083007812 3.3215022897186, 101.57958984375 3.3215022897186, 101.57958984375 3.32698621081349))",0,br730dc4071.1,0
1322320220311121,134865,45718,6,82,27,"POLYGON ((101.585083007812 3.32698621081349, 101.590576171875 3.32698621081349, 101.590576171875 3.3215022897186, 101.585083007812 3.3215022897186, 101.585083007812 3.32698621081349))",0,br730dc4071.1,0
1322320220311122,130507,53729,7,44,9,"POLYGON ((101.57958984375 3.3215022897186, 101.585083007812 3.3215022897186, 101.585083007812 3.31601833816152, 101.57958984375 3.31601833816152, 101.57958984375 3.3215022897186))",0,br730dc4071.1,0
1322320220311123,153034,43315,5,37,7,"POLYGON ((101.585083007812 3.3215022897186, 101.590576171875 3.3215022897186, 101.590576171875 3.31601833816152, 101.585083007812 3.31601833816152, 101.585083007812 3.3215022897186))",0,br730dc4071.1,0
1322320220311130,141205,53738,6,73,32,"POLYGON ((101.590576171875 3.32698621081349, 101.596069335938 3.32698621081349, 101.596069335938 3.3215022897186, 101.590576171875 3.3215022897186, 101.590576171875 3.32698621081349))",0,br730dc4071.1,0
1322320220311131,208755,57162,3,2,1,"POLYGON ((101.596069335938 3.32698621081349, 101.6015625 3.32698621081349, 101.6015625 3.3215022897186, 101.596069335938 3.3215022897186, 101.596069335938 3.32698621081349))",0,br730dc4071.1,0
1322320220311132,183323,56901,5,123,32,"POLYGON ((101.590576171875 3.3215022897186, 101.596069335938 3.3215022897186, 101.596069335938 3.31601833816152, 101.590576171875 3.31601833816152, 101.590576171875 3.3215022897186))",0,br730dc4071.1,0
1322320220311133,138052,58875,6,80,19,"POLYGON ((101.596069335938 3.3215022897186, 101.6015625 3.3215022897186, 101.6015625 3.31601833816152, 101.596069335938 3.31601833816152, 101.596069335938 3.3215022897186))",0,br730dc4071.1,0
1322320220311200,213011,88587,6,65,19,"POLYGON ((101.5576171875 3.31601833816152, 101.563110351562 3.31601833816152, 101.563110351562 3.31053435619233, 101.5576171875 3.31053435619233, 101.5576171875 3.31601833816152))",0,br730dc4071.1,0
1322320220311201,98930,44342,5,34,6,"POLYGON ((101.563110351562 3.31601833816152, 101.568603515625 3.31601833816152, 101.568603515625 3.31053435619233, 101.563110351562 3.31053435619233, 101.563110351562 3.31601833816152))",0,br730dc4071.1,0
1322320220311202,80106,36806,4,15,8,"POLYGON ((101.5576171875 3.31053435619233, 101.563110351562 3.31053435619233, 101.563110351562 3.3050503438611, 101.5576171875 3.3050503438611, 101.5576171875 3.31053435619233))",0,br730dc4071.1,0
1322320220311203,178201,83763,5,14,7,"POLYGON ((101.563110351562 3.31053435619233, 101.568603515625 3.31053435619233, 101.568603515625 3.3050503438611, 101.563110351562 3.3050503438611, 101.563110351562 3.31053435619233))",0,br730dc4071.1,0
1322320220311211,221789,59200,8,24,9,"POLYGON ((101.574096679688 3.31601833816152, 101.57958984375 3.31601833816152, 101.57958984375 3.31053435619233, 101.574096679688 3.31053435619233, 101.574096679688 3.31601833816152))",0,br730dc4071.1,0
1322320220311213,100969,42538,6,22,14,"POLYGON ((101.574096679688 3.31053435619233, 101.57958984375 3.31053435619233, 101.57958984375 3.3050503438611, 101.574096679688 3.3050503438611, 101.574096679688 3.31053435619233))",0,br730dc4071.1,0
1322320220311220,118726,85589,5,15,9,"POLYGON ((101.5576171875 3.3050503438611, 101.563110351562 3.3050503438611, 101.563110351562 3.2995663012179, 101.5576171875 3.2995663012179, 101.5576171875 3.3050503438611))",0,br730dc4071.1,0
1322320220311221,148958,118978,4,11,3,"POLYGON ((101.563110351562 3.3050503438611, 101.568603515625 3.3050503438611, 101.568603515625 3.2995663012179, 101.563110351562 3.2995663012179, 101.563110351562 3.3050503438611))",0,br730dc4071.1,0
1322320220311222,262672,64654,4,7,4,"POLYGON ((101.5576171875 3.2995663012179, 101.563110351562 3.2995663012179, 101.563110351562 3.29408222831281, 101.5576171875 3.29408222831281, 101.5576171875 3.2995663012179))",0,br730dc4071.1,0
1322320220311231,94409,90614,6,1,1,"POLYGON ((101.574096679688 3.3050503438611, 101.57958984375 3.3050503438611, 101.57958984375 3.2995663012179, 101.574096679688 3.2995663012179, 101.574096679688 3.3050503438611))",0,br730dc4071.1,0
1322320220311232,305691,51825,5,1,1,"POLYGON ((101.568603515625 3.2995663012179, 101.574096679688 3.2995663012179, 101.574096679688 3.29408222831281, 101.568603515625 3.29408222831281, 101.568603515625 3.2995663012179))",0,br730dc4071.1,0
1322320220311300,126311,44689,21,35,15,"POLYGON ((101.57958984375 3.31601833816152, 101.585083007812 3.31601833816152, 101.585083007812 3.31053435619233, 101.57958984375 3.31053435619233, 101.57958984375 3.31601833816152))",0,br730dc4071.1,0
1322320220311301,186615,72731,3,10,6,"POLYGON ((101.585083007812 3.31601833816152, 101.590576171875 3.31601833816152, 101.590576171875 3.31053435619233, 101.585083007812 3.31053435619233, 101.585083007812 3.31601833816152))",0,br730dc4071.1,0
1322320220311302,119422,44607,11,95,45,"POLYGON ((101.57958984375 3.31053435619233, 101.585083007812 3.31053435619233, 101.585083007812 3.3050503438611, 101.57958984375 3.3050503438611, 101.57958984375 3.31053435619233))",0,br730dc4071.1,0
1322320220311303,139611,48204,5,40,16,"POLYGON ((101.585083007812 3.31053435619233, 101.590576171875 3.31053435619233, 101.590576171875 3.3050503438611, 101.585083007812 3.3050503438611, 101.585083007812 3.31053435619233))",0,br730dc4071.1,0
